internalTaxonId,scientificName,kingdomName,phylumName,orderName,className,familyName,genusName,speciesName,infraType,infraName,infraAuthority,subpopulationName,authority,taxonomicNotes
18492,Pseudocheirus occidentalis,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,PSEUDOCHEIRIDAE,Pseudocheirus,occidentalis,,,,,"(Thomas, 1888)","<em></em><em>Pseudocheirus occidentalis</em> has been synonymised with the Common Ringtail Possum <em>P. peregrinus</em> of eastern Australia by some authors, (e.g. Ride 1970, Groves 2005), or proposed as a subspecies of <em>P. peregrinus</em>. However, its distinctiveness is widely accepted, despite no published analyses of comparative morphology or molecular profiles (Woinarski <em>et al</em>. 2014)"
40579,Petauroides volans,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,PSEUDOCHEIRIDAE,Petauroides,volans,,,,,"(Kerr, 1792)",
40576,Cercartetus concinnus,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,BURRAMYIDAE,Cercartetus,concinnus,,,,,"(Gould, 1845)",
4192,Cercartetus caudatus,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,BURRAMYIDAE,Cercartetus,caudatus,,,,,"(Milne-Edwards, 1877)",The New Guinean (<i>Cercartetus caudatus caudatus</i>) and Australian (<i>C. c. macrurus</i>) populations probably represent separate species.
40577,Cercartetus lepidus,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,BURRAMYIDAE,Cercartetus,lepidus,,,,,"(Thomas, 1888)",The populations on Tasmania and mainland Australia may represent two separate species (Carthew and Cadzow 2008).
40578,Cercartetus nanus,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,BURRAMYIDAE,Cercartetus,nanus,,,,,"(Desmarest, 1818)",
40559,Hypsiprymnodon moschatus,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,HYPSIPRYMNODONTIDAE,Hypsiprymnodon,moschatus,,,,,"Ramsay, 1876","Was under the family Potoroidae, now placed in its own family."
40584,Acrobates pygmaeus,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,ACROBATIDAE,Acrobates,pygmaeus,,,,,"(Shaw, 1794)",
6765,Distoechurus pennatus,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,ACROBATIDAE,Distoechurus,pennatus,,,,,"(Peters, 1874)",
14878,Notoryctes caurinus,ANIMALIA,CHORDATA,NOTORYCTEMORPHIA,MAMMALIA,NOTORYCTIDAE,Notoryctes,caurinus,,,,,"Thomas, 1920","Was formerly in synonymy under <i>N. typhlops</i> (Stirling, 1889)."
14879,Notoryctes typhlops,ANIMALIA,CHORDATA,NOTORYCTEMORPHIA,MAMMALIA,NOTORYCTIDAE,Notoryctes,typhlops,,,,,"(Stirling, 1889)",
16710,Peroryctes broadbenti,ANIMALIA,CHORDATA,PERAMELEMORPHIA,MAMMALIA,PERAMELIDAE,Peroryctes,broadbenti,,,,,"(Ramsay, 1879)",Was under family Peroryctidae.
16711,Peroryctes raffrayana,ANIMALIA,CHORDATA,PERAMELEMORPHIA,MAMMALIA,PERAMELIDAE,Peroryctes,raffrayana,,,,,"(Milne-Edwards, 1878)",Was under family Peroryctidae.
13390,Microperoryctes papuensis,ANIMALIA,CHORDATA,PERAMELEMORPHIA,MAMMALIA,PERAMELIDAE,Microperoryctes,papuensis,,,,,"(Laurie, 1952)",Was under family Peroryctidae.
13389,Microperoryctes murina,ANIMALIA,CHORDATA,PERAMELEMORPHIA,MAMMALIA,PERAMELIDAE,Microperoryctes,murina,,,,,"Stein, 1932",
84783217,Microperoryctes longicauda,ANIMALIA,CHORDATA,PERAMELEMORPHIA,MAMMALIA,PERAMELIDAE,Microperoryctes,longicauda,,,,,"(Peters &amp; Doria, 1876)","Helgen and Flannery (2004) recognised two species within the previous taxonomic boundaries of <em>Microperoryctes longicauda</em>: <em>M. longicauda</em> (Peters &amp; Doria, 1876), containing subspecies <em>M. l. </em><em>longicauda</em> (Vogelkop Peninsula) and <em>M. l.dorsalis (</em>Central Cordillera from the Weyland range to the Star Mountains); and <em>M. ornata</em> (Thomas, 1904), containing the subspecies <em>M. l. ornata</em> (along most of the eastern Central Cordillera) and <em>M. l. magna</em> (Agaun area and on Mt Simpson in far south-eastern Papua New Guinea)."
136538,Microperoryctes aplini,ANIMALIA,CHORDATA,PERAMELEMORPHIA,MAMMALIA,PERAMELIDAE,Microperoryctes,aplini,,,,,"Helgen &amp; Flannery, 2004",<i>Microperoryctes aplini</i> has been confused in the past with <i>M. murina</i> (Helgen and Flannery 2004).
16569,Perameles bougainville,ANIMALIA,CHORDATA,PERAMELEMORPHIA,MAMMALIA,PERAMELIDAE,Perameles,bougainville,,,,,"Quoy &amp; Gaimard, 1824",
16572,Perameles gunnii,ANIMALIA,CHORDATA,PERAMELEMORPHIA,MAMMALIA,PERAMELIDAE,Perameles,gunnii,,,,,"Gray, 1838",
40552,Isoodon macrourus,ANIMALIA,CHORDATA,PERAMELEMORPHIA,MAMMALIA,PERAMELIDAE,Isoodon,macrourus,,,,,"(Gould, 1842)",
7019,Echymipera rufescens,ANIMALIA,CHORDATA,PERAMELEMORPHIA,MAMMALIA,PERAMELIDAE,Echymipera,rufescens,,,,,"(Peters &amp; Doria, 1875)",Was under family Peroryctidae.
7017,Echymipera davidi,ANIMALIA,CHORDATA,PERAMELEMORPHIA,MAMMALIA,PERAMELIDAE,Echymipera,davidi,,,,,"Flannery, 1990",Was under family Peroryctidae.
7018,Echymipera kalubu,ANIMALIA,CHORDATA,PERAMELEMORPHIA,MAMMALIA,PERAMELIDAE,Echymipera,kalubu,,,,,"(Fischer, 1829)","The name has incorrectly been ascribed to Lesson, 1828."
7015,Echymipera clara,ANIMALIA,CHORDATA,PERAMELEMORPHIA,MAMMALIA,PERAMELIDAE,Echymipera,clara,,,,,"(Stein, 1932)",Was under family Peroryctidae.
19711,Rhynchomeles prattorum,ANIMALIA,CHORDATA,PERAMELEMORPHIA,MAMMALIA,PERAMELIDAE,Rhynchomeles,prattorum,,,,,"Thomas, 1920",Was under family Peroryctidae.
12650,Macrotis lagotis,ANIMALIA,CHORDATA,PERAMELEMORPHIA,MAMMALIA,THYLACOMYIDAE,Macrotis,lagotis,,,,,"(Reid, 1837)","<p>Several subspecies have been described:</p>  <p><em>M. l. lagotis </em>(Reid, 1837). South-west of Western Australia (extinct)</p>  <p><em>M. l. cambrica</em> Troughton, 1932. Eastern New South Wales (extinct)</p>  <p><em>M. l. grandis</em> Troughton, 1932. South-eastern South Australia (extinct)</p>  <p><em>M. l. interjecta</em> Troughton, 1932. Nullarbor Plain, Western Australia (extinct)</p>  <p><em>M. l. nigripes</em> (Jones, 1923). South Australia (extinct)</p>  <p><em>M. l. sagitta</em> (Thomas, 1905). Central Australia.</p>    <p>However, genetic research suggests that currently-extant subpopulations (including the isolated subpopulation in south-western Queensland) show very little genetic variation (Moritz <em>et al</em>. 1997) and the subspecies are unlikely to be valid. As the former distribution was more or less continuous, extinct subspecies are equally unlikely to be valid. No subspecies are recognised in the 2012 Action Plan.</p>"
2787,Bettongia tropica,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,POTOROIDAE,Bettongia,tropica,,,,,"Wakefield, 1967",Groves in Wilson and Reeder (1993) considered this to be a synonym of <em>B. penicillata</em>. See Nowak (1999) for other arguments. The Australasian Marsupial SG maintain this as a good species (Andrew Burbidge pers. comm).
10863,Isoodon auratus,ANIMALIA,CHORDATA,PERAMELEMORPHIA,MAMMALIA,PERAMELIDAE,Isoodon,auratus,,,,,"(Ramsay, 1887)","The taxonomy of the <em>Isoodon obesulus</em> / <em>auratus</em> group has been confused. Pope <em>et al</em>. (2001) and Zenger <em>et al</em>. (2005) suggested that <em>I. auratus</em> is possibly conspecific with <em>I. obesulus</em>, but the two forms were allopatric even if the late Pleistocene subfossil material is included (McKenzie <em>et al</em>. 2008), and Westerman <em>et al</em>. (2012) showed that the two species were distinct. The status of subspecies of <em>I. auratus</em> has also been unclear, but Westerman <em>et al</em>. (2012) agreed that <em>I. a. arnhemensis</em> should be merged with <em>I. a. auratus</em> and that <em>I. a. barrowensis</em> was also close to <em>I. a. auratus</em>.<br/><br/>We have evaluated <em>I. auratus</em> as a single species with no subspecies and have evaluated <em>I. peninsulae</em> as a separate species."
40553,Isoodon obesulus,ANIMALIA,CHORDATA,PERAMELEMORPHIA,MAMMALIA,PERAMELIDAE,Isoodon,obesulus,,,,,"(Shaw, 1797)","<p>The taxonomy of the <em>Isoodon obesulus</em> complex has been unsettled. Westerman <em>et al</em>. (2012) concluded that the subspecies <em>I. o. peninsulae</em> was more closely related to <em>I. auratus</em> than <em>I. obesulus</em>, and should be either transferred to that species or raised to a species itself. Following Pope <em>et al</em>. (2001), Zenger <em>et al</em>. (2005) and Westerman <em>et al</em>. (2012), the formerly recognised subspecies <em>I. o. affinis</em> and <em>I. o. nauticus</em> are included here in <em>I. o. obesulus</em>, leaving only one other subspecies, <em>I. o. fusciventer</em> from south-western Australia. We have followed this arrangement. </p>    <p><em>I. o. obesulus</em> (south-eastern Australia) is Near Threatened;</p>  <p><em>I. o. fusciventer</em> (south-western Australia) is Least Concern.</p>"
40554,Perameles nasuta,ANIMALIA,CHORDATA,PERAMELEMORPHIA,MAMMALIA,PERAMELIDAE,Perameles,nasuta,,,,,"É. Geoffroy, 1804",
